project_id,risk_rating_code,risk_rating,risk_rating_sequence,risk_rating_code_key
P117443,Macroeconomic,H,13,MEC
P117443,Overall,H,13,ORR
P117443,Political and Governance,H,13,PAG
P117443,Stakeholders,S,13,SHR
P117443,Sector Strategies and Policies,S,13,SPI
P117443,Institutional Capacity,S,13,TCI
P117443,Technical Design,M,13,TDO
P117449,Environment and Social,H,4,EAS
P117449,Fiduciary,H,4,FMP
P117449,Macroeconomic,S,4,MEC
P117449,Overall,H,4,ORR
P117449,Political and Governance,H,4,PAG
P117449,Stakeholders,S,4,SHR
P117449,Sector Strategies and Policies,S,4,SPI
P117449,Institutional Capacity,H,4,TCI
P117449,Technical Design,H,4,TDO
P117596,Environment and Social,L,10,EAS
P117596,Fiduciary,M,10,FMP
P117596,Macroeconomic,L,10,MEC
P117596,Overall,S,10,ORR
P117596,Political and Governance,M,10,PAG
P117596,Stakeholders,S,10,SHR
P117596,Sector Strategies and Policies,M,10,SPI
P117596,Institutional Capacity,M,10,TCI
P117596,Technical Design,S,10,TDO
P117617,Environment and Social,M,11,EAS
P117617,Fiduciary,S,11,FMP
P117617,Macroeconomic,S,11,MEC
P117617,Overall,S,11,ORR
P117617,Political and Governance,S,11,PAG
P117617,Stakeholders,M,11,SHR
P117617,Sector Strategies and Policies,M,11,SPI
P117617,Institutional Capacity,H,11,TCI
P117617,Technical Design,S,11,TDO
P117635,Environment and Social,S,7,EAS
P117635,Fiduciary,S,7,FMP
P117635,Macroeconomic,M,7,MEC
P117635,Overall,S,7,ORR
P117635,Political and Governance,S,7,PAG
P117635,Stakeholders,S,7,SHR
P117635,Sector Strategies and Policies,M,7,SPI
P117635,Institutional Capacity,S,7,TCI
P117635,Technical Design,M,7,TDO
P117656,Environment and Social,M,11,EAS
P117656,Fiduciary,M,11,FMP
P117656,Macroeconomic,L,11,MEC
P117656,Overall,M,11,ORR
P117656,Political and Governance,L,11,PAG
P117656,Stakeholders,M,11,SHR
P117656,Sector Strategies and Policies,L,11,SPI
P117656,Institutional Capacity,L,11,TCI
P117656,Technical Design,M,11,TDO
P117731,Environment and Social,H,8,EAS
P117731,Fiduciary,M,8,FMP
P117731,Macroeconomic,M,8,MEC
P117731,Overall,H,8,ORR
P117731,Political and Governance,M,8,PAG
P117731,Stakeholders,S,8,SHR
P117731,Sector Strategies and Policies,M,8,SPI
P117731,Institutional Capacity,M,8,TCI
P117731,Technical Design,M,8,TDO
P117731,Environment and Social,H,8,EAS
P117731,Fiduciary,M,8,FMP
P117731,Macroeconomic,M,8,MEC
P117731,Overall,H,8,ORR
P117731,Political and Governance,M,8,PAG
P117731,Stakeholders,S,8,SHR
P117731,Sector Strategies and Policies,M,8,SPI
P117731,Institutional Capacity,M,8,TCI
P117731,Technical Design,M,8,TDO
P117745,Environment and Social,M,15,EAS
P117745,Fiduciary,S,15,FMP
P117745,Macroeconomic,S,15,MEC
P117745,Overall,S,15,ORR
P117745,Political and Governance,M,15,PAG
P117745,Stakeholders,M,15,SHR
P117745,Sector Strategies and Policies,M,15,SPI
P117745,Institutional Capacity,M,15,TCI
P117745,Technical Design,M,15,TDO
P117764,Institutional Capacity,S,9,TCI
P117764,Overall,S,9,ORR
P117764,Environment and Social,M,9,EAS
P117764,Fiduciary,S,9,FMP
P117764,Technical Design,M,9,TDO
P117764,Political and Governance,S,9,PAG
P117764,Sector Strategies and Policies,S,9,SPI
P117764,Stakeholders,M,9,SHR
P117764,Macroeconomic,M,9,MEC
P117764,Macroeconomic,M,9,MEC
P117764,Overall,S,9,ORR
P117764,Environment and Social,M,9,EAS
P117764,Fiduciary,S,9,FMP
P117764,Political and Governance,S,9,PAG
P117764,Stakeholders,M,9,SHR
P117764,Sector Strategies and Policies,S,9,SPI
P117764,Institutional Capacity,S,9,TCI
P117764,Technical Design,M,9,TDO
P117871,Environment and Social,H,11,EAS
P117871,Fiduciary,S,11,FMP
P117871,Macroeconomic,M,11,MEC
P117871,Overall,M,11,ORR
P117871,Political and Governance,L,11,PAG
P117871,Stakeholders,L,11,SHR
P117871,Sector Strategies and Policies,L,11,SPI
P117871,Institutional Capacity,M,11,TCI
P117871,Technical Design,M,11,TDO
P117947,Environment and Social,M,12,EAS
P117947,Fiduciary,L,12,FMP
P117947,Macroeconomic,L,12,MEC
P117947,Overall,S,12,ORR
P117947,Political and Governance,L,12,PAG
P117947,Stakeholders,M,12,SHR
P117947,Sector Strategies and Policies,M,12,SPI
P117947,Institutional Capacity,S,12,TCI
P117947,Technical Design,S,12,TDO
P118018,Environment and Social,M,10,EAS
P118018,Fiduciary,S,10,FMP
P118018,Macroeconomic,M,10,MEC
P118018,Overall,S,10,ORR
P118018,Political and Governance,S,10,PAG
P118018,Stakeholders,S,10,SHR
P118018,Sector Strategies and Policies,M,10,SPI
P118018,Institutional Capacity,M,10,TCI
P118018,Technical Design,S,10,TDO
P118023,Environment and Social,M,16,EAS
P118023,Fiduciary,M,16,FMP
P118023,Macroeconomic,S,16,MEC
P118023,Overall,S,16,ORR
P118023,Political and Governance,M,16,PAG
P118023,Stakeholders,M,16,SHR
P118023,Sector Strategies and Policies,M,16,SPI
P118023,Institutional Capacity,S,16,TCI
P118023,Technical Design,S,16,TDO
P118028,Environment and Social,L,10,EAS
P118028,Fiduciary,H,10,FMP
P118028,Macroeconomic,S,10,MEC
P118028,Overall,S,10,ORR
P118028,Political and Governance,H,10,PAG
P118028,Stakeholders,S,10,SHR
P118028,Sector Strategies and Policies,S,10,SPI
P118028,Institutional Capacity,S,10,TCI
P118028,Technical Design,S,10,TDO
P118045,Environment and Social,M,13,EAS
P118045,Fiduciary,M,13,FMP
P118045,Macroeconomic,S,13,MEC
P118045,Overall,M,13,ORR
P118045,Political and Governance,M,13,PAG
P118045,Stakeholders,M,13,SHR
P118045,Sector Strategies and Policies,M,13,SPI
P118045,Institutional Capacity,M,13,TCI
P118045,Technical Design,M,13,TDO
P118053,Environment and Social,M,10,EAS
P118053,Stakeholders,M,10,SHR
P118053,Overall,S,10,ORR
P118053,Technical Design,M,10,TDO
P118053,Sector Strategies and Policies,M,10,SPI
P118053,Macroeconomic,S,10,MEC
P118053,Fiduciary,S,10,FMP
P118053,Political and Governance,H,10,PAG
P118053,Institutional Capacity,S,10,TCI
P118064,Environment and Social,L,11,EAS
P118064,Fiduciary,L,11,FMP
P118064,Macroeconomic,M,11,MEC
P118064,Overall,M,11,ORR
P118064,Political and Governance,L,11,PAG
P118064,Stakeholders,L,11,SHR
P118064,Sector Strategies and Policies,M,11,SPI
P118064,Institutional Capacity,L,11,TCI
P118064,Technical Design,M,11,TDO
P118109,Environment and Social,S,12,EAS
P118109,Fiduciary,M,12,FMP
P118109,Macroeconomic,M,12,MEC
P118109,Overall,S,12,ORR
P118109,Political and Governance,S,12,PAG
P118109,Stakeholders,S,12,SHR
P118109,Sector Strategies and Policies,M,12,SPI
P118109,Institutional Capacity,S,12,TCI
P118109,Technical Design,M,12,TDO
P118150,Environment and Social,L,12,EAS
P118150,Fiduciary,L,12,FMP
P118150,Macroeconomic,L,12,MEC
P118150,Overall,L,12,ORR
P118150,Political and Governance,L,12,PAG
P118150,Stakeholders,L,12,SHR
P118150,Sector Strategies and Policies,L,12,SPI
P118150,Institutional Capacity,M,12,TCI
P118150,Technical Design,L,12,TDO
P118177,Fiduciary,M,10,FMP
P118177,Institutional Capacity,M,10,TCI
P118177,Technical Design,M,10,TDO
P118177,Political and Governance,S,10,PAG
P118177,Overall,S,10,ORR
P118177,Stakeholders,M,10,SHR
P118177,Macroeconomic,S,10,MEC
P118177,Environment and Social,M,10,EAS
P118177,Sector Strategies and Policies,S,10,SPI
P118187,Environment and Social,L,13,EAS
P118187,Fiduciary,S,13,FMP
P118187,Macroeconomic,M,13,MEC
P118187,Overall,S,13,ORR
P118187,Political and Governance,S,13,PAG
P118187,Stakeholders,M,13,SHR
P118187,Sector Strategies and Policies,S,13,SPI
P118187,Institutional Capacity,S,13,TCI
P118187,Technical Design,L,13,TDO
P118196,Macroeconomic,S,11,MEC
P118196,Institutional Capacity,H,11,TCI
P118196,Technical Design,M,11,TDO
P118196,Fiduciary,S,11,FMP
P118196,Sector Strategies and Policies,S,11,SPI
P118196,Environment and Social,M,11,EAS
P118196,Political and Governance,S,11,PAG
P118196,Overall,S,11,ORR
P118196,Stakeholders,M,11,SHR
P118197,Environment and Social,M,10,EAS
P118197,Fiduciary,S,10,FMP
P118197,Macroeconomic,L,10,MEC
P118197,Overall,M,10,ORR
P118197,Political and Governance,M,10,PAG
P118197,Stakeholders,L,10,SHR
P118197,Sector Strategies and Policies,M,10,SPI
P118197,Institutional Capacity,S,10,TCI
P118197,Technical Design,M,10,TDO
P118213,Environment and Social,M,8,EAS
P118213,Fiduciary,S,8,FMP
P118213,Macroeconomic,H,8,MEC
P118213,Overall,S,8,ORR
P118213,Political and Governance,M,8,PAG
P118213,Stakeholders,S,8,SHR
P118213,Sector Strategies and Policies,H,8,SPI
P118213,Institutional Capacity,S,8,TCI
P118213,Technical Design,S,8,TDO
P118316,Environment and Social,M,11,EAS
P118316,Fiduciary,M,11,FMP
P118316,Macroeconomic,L,11,MEC
P118316,Overall,M,11,ORR
P118316,Political and Governance,S,11,PAG
P118316,Stakeholders,M,11,SHR
P118316,Sector Strategies and Policies,M,11,SPI
P118316,Institutional Capacity,S,11,TCI
P118316,Technical Design,S,11,TDO
P118518,Environment and Social,L,9,EAS
P118518,Fiduciary,L,9,FMP
P118518,Macroeconomic,S,9,MEC
P118518,Overall,M,9,ORR
P118518,Political and Governance,S,9,PAG
P118518,Stakeholders,M,9,SHR
P118518,Sector Strategies and Policies,M,9,SPI
P118518,Institutional Capacity,L,9,TCI
P118518,Technical Design,L,9,TDO
P118561,Environment and Social,S,14,EAS
P118561,Fiduciary,S,14,FMP
P118561,Macroeconomic,S,14,MEC
P118561,Overall,S,14,ORR
P118561,Political and Governance,H,14,PAG
P118561,Stakeholders,S,14,SHR
P118561,Sector Strategies and Policies,M,14,SPI
P118561,Institutional Capacity,S,14,TCI
P118561,Technical Design,M,14,TDO
P118597,Environment and Social,S,10,EAS
P118597,Fiduciary,M,10,FMP
P118597,Macroeconomic,L,10,MEC
P118597,Overall,S,10,ORR
P118597,Political and Governance,L,10,PAG
P118597,Stakeholders,M,10,SHR
P118597,Sector Strategies and Policies,M,10,SPI
P118597,Institutional Capacity,H,10,TCI
P118597,Technical Design,S,10,TDO
P118610,Environment and Social,M,13,EAS
P118610,Fiduciary,M,13,FMP
P118610,Macroeconomic,M,13,MEC
P118610,Overall,M,13,ORR
P118610,Political and Governance,M,13,PAG
P118610,Stakeholders,M,13,SHR
P118610,Sector Strategies and Policies,M,13,SPI
P118610,Institutional Capacity,M,13,TCI
P118610,Technical Design,M,13,TDO
P118647,Environment and Social,M,11,EAS
P118647,Fiduciary,M,11,FMP
P118647,Macroeconomic,M,11,MEC
P118647,Overall,M,11,ORR
P118647,Political and Governance,L,11,PAG
P118647,Stakeholders,M,11,SHR
P118647,Sector Strategies and Policies,M,11,SPI
P118647,Institutional Capacity,L,11,TCI
P118647,Technical Design,L,11,TDO
P118737,Environment and Social,L,10,EAS
P118737,Fiduciary,M,10,FMP
P118737,Macroeconomic,M,10,MEC
P118737,Overall,M,10,ORR
P118737,Political and Governance,M,10,PAG
P118737,Stakeholders,L,10,SHR
P118737,Sector Strategies and Policies,M,10,SPI
P118737,Institutional Capacity,S,10,TCI
P118737,Technical Design,S,10,TDO
P118783,Environment and Social,M,9,EAS
P118783,Fiduciary,M,9,FMP
P118783,Macroeconomic,S,9,MEC
P118783,Overall,M,9,ORR
P118783,Political and Governance,M,9,PAG
P118783,Stakeholders,L,9,SHR
P118783,Sector Strategies and Policies,L,9,SPI
P118783,Institutional Capacity,M,9,TCI
P118783,Technical Design,L,9,TDO
P118806,Environment and Social,M,10,EAS
P118806,Fiduciary,M,10,FMP
P118806,Macroeconomic,M,10,MEC
P118806,Overall,M,10,ORR
P118806,Political and Governance,M,10,PAG
P118806,Stakeholders,M,10,SHR
P118806,Sector Strategies and Policies,M,10,SPI
P118806,Institutional Capacity,M,10,TCI
P118806,Technical Design,M,10,TDO
P118826,Technical Design,L,6,TDO
P118826,Environment and Social,M,6,EAS
P118826,Sector Strategies and Policies,L,6,SPI
P118826,Stakeholders,L,6,SHR
P118826,Macroeconomic,M,6,MEC
P118826,Institutional Capacity,M,6,TCI
P118826,Overall,M,6,ORR
P118826,Political and Governance,S,6,PAG
P118826,Fiduciary,M,6,FMP
P118826,Environment and Social,M,6,EAS
P118826,Fiduciary,M,6,FMP
P118826,Macroeconomic,M,6,MEC
P118826,Overall,M,6,ORR
P118826,Political and Governance,S,6,PAG
P118826,Stakeholders,L,6,SHR
P118826,Sector Strategies and Policies,L,6,SPI
P118826,Institutional Capacity,M,6,TCI
P118826,Technical Design,L,6,TDO
P118858,Environment and Social,L,9,EAS
P118858,Fiduciary,M,9,FMP
P118858,Macroeconomic,S,9,MEC
P118858,Overall,M,9,ORR
P118858,Political and Governance,L,9,PAG
P118858,Stakeholders,M,9,SHR
P118858,Sector Strategies and Policies,L,9,SPI
P118858,Institutional Capacity,M,9,TCI
P118858,Technical Design,L,9,TDO
P118904,Fiduciary,M,8,FMP
P118904,Environment and Social,L,8,EAS
P118904,Macroeconomic,M,8,MEC
P118904,Overall,S,8,ORR
P118904,Political and Governance,S,8,PAG
P118904,Stakeholders,L,8,SHR
P118904,Sector Strategies and Policies,S,8,SPI
P118904,Institutional Capacity,S,8,TCI
P118904,Technical Design,S,8,TDO
P118916,Environment and Social,M,9,EAS
P118916,Fiduciary,M,9,FMP
P118916,Macroeconomic,L,9,MEC
P118916,Overall,M,9,ORR
P118916,Political and Governance,L,9,PAG
P118916,Stakeholders,M,9,SHR
P118916,Sector Strategies and Policies,L,9,SPI
P118916,Institutional Capacity,L,9,TCI
P118916,Technical Design,M,9,TDO
P118916,Environment and Social,M,9,EAS
P118916,Fiduciary,M,9,FMP
P118916,Macroeconomic,L,9,MEC
P118916,Overall,M,9,ORR
P118916,Political and Governance,L,9,PAG
P118916,Stakeholders,M,9,SHR
P118916,Sector Strategies and Policies,L,9,SPI
P118916,Institutional Capacity,L,9,TCI
P118916,Technical Design,M,9,TDO
P118974,Environment and Social,L,11,EAS
P118974,Fiduciary,M,11,FMP
P118974,Macroeconomic,L,11,MEC
P118974,Overall,M,11,ORR
P118974,Political and Governance,M,11,PAG
P118974,Stakeholders,M,11,SHR
P118974,Sector Strategies and Policies,L,11,SPI
P118974,Institutional Capacity,M,11,TCI
P118974,Technical Design,M,11,TDO
P118979,Environment and Social,M,10,EAS
P118979,Fiduciary,M,10,FMP
P118979,Macroeconomic,S,10,MEC
P118979,Overall,S,10,ORR
P118979,Political and Governance,S,10,PAG
P118979,Stakeholders,M,10,SHR
P118979,Sector Strategies and Policies,S,10,SPI
P118979,Institutional Capacity,M,10,TCI
P118979,Technical Design,M,10,TDO
P119039,Environment and Social,M,9,EAS
P119039,Fiduciary,L,9,FMP
P119039,Macroeconomic,L,9,MEC
P119039,Overall,M,9,ORR
P119039,Political and Governance,L,9,PAG
P119039,Stakeholders,M,9,SHR
P119039,Sector Strategies and Policies,M,9,SPI
P119039,Institutional Capacity,M,9,TCI
P119039,Technical Design,S,9,TDO
P119047,Environment and Social,L,10,EAS
P119047,Fiduciary,S,10,FMP
P119047,Macroeconomic,H,10,MEC
P119047,Overall,S,10,ORR
P119047,Political and Governance,H,10,PAG
P119047,Stakeholders,S,10,SHR
P119047,Sector Strategies and Policies,H,10,SPI
P119047,Institutional Capacity,S,10,TCI
P119047,Technical Design,S,10,TDO
P119063,Environment and Social,S,9,EAS
P119063,Fiduciary,M,9,FMP
P119063,Macroeconomic,S,9,MEC
P119063,Overall,S,9,ORR
P119063,Political and Governance,S,9,PAG
P119063,Stakeholders,M,9,SHR
P119063,Sector Strategies and Policies,M,9,SPI
P119063,Institutional Capacity,M,9,TCI
P119063,Technical Design,M,9,TDO
P119071,Environment and Social,H,10,EAS
P119071,Fiduciary,M,10,FMP
P119071,Macroeconomic,M,10,MEC
P119071,Overall,H,10,ORR
P119071,Political and Governance,L,10,PAG
P119071,Stakeholders,L,10,SHR
P119071,Sector Strategies and Policies,L,10,SPI
P119071,Institutional Capacity,S,10,TCI
P119071,Technical Design,H,10,TDO
P119077,Environment and Social,M,13,EAS
P119077,Fiduciary,S,13,FMP
P119077,Macroeconomic,M,13,MEC
P119077,Overall,M,13,ORR
P119077,Political and Governance,M,13,PAG
P119077,Stakeholders,L,13,SHR
P119077,Sector Strategies and Policies,L,13,SPI
P119077,Institutional Capacity,M,13,TCI
P119077,Technical Design,M,13,TDO
P119085,Environment and Social,M,14,EAS
P119085,Fiduciary,S,14,FMP
P119085,Macroeconomic,M,14,MEC
P119085,Overall,S,14,ORR
P119085,Political and Governance,M,14,PAG
P119085,Stakeholders,M,14,SHR
P119085,Sector Strategies and Policies,S,14,SPI
P119085,Institutional Capacity,M,14,TCI
P119085,Technical Design,S,14,TDO
P119090,Environment and Social,S,13,EAS
P119090,Fiduciary,M,13,FMP
P119090,Macroeconomic,L,13,MEC
P119090,Overall,S,13,ORR
P119090,Political and Governance,L,13,PAG
P119090,Stakeholders,M,13,SHR
P119090,Sector Strategies and Policies,S,13,SPI
P119090,Institutional Capacity,M,13,TCI
P119090,Technical Design,S,13,TDO
P119307,Environment and Social,L,11,EAS
P119307,Fiduciary,L,11,FMP
P119307,Macroeconomic,S,11,MEC
P119307,Overall,M,11,ORR
P119307,Political and Governance,H,11,PAG
P119307,Stakeholders,L,11,SHR
P119307,Sector Strategies and Policies,L,11,SPI
P119307,Institutional Capacity,M,11,TCI
P119307,Technical Design,L,11,TDO
P119308,Environment and Social,M,7,EAS
P119308,Fiduciary,S,7,FMP
P119308,Macroeconomic,L,7,MEC
P119308,Overall,M,7,ORR
P119308,Political and Governance,M,7,PAG
P119308,Stakeholders,M,7,SHR
P119308,Sector Strategies and Policies,S,7,SPI
P119308,Institutional Capacity,M,7,TCI
P119308,Technical Design,M,7,TDO
P119343,Environment and Social,S,6,EAS
P119343,Fiduciary,M,6,FMP
P119343,Macroeconomic,M,6,MEC
P119343,Overall,H,6,ORR
P119343,Political and Governance,S,6,PAG
P119343,Stakeholders,S,6,SHR
P119343,Sector Strategies and Policies,S,6,SPI
P119343,Institutional Capacity,H,6,TCI
P119343,Technical Design,H,6,TDO
P119355,Environment and Social,M,11,EAS
P119355,Fiduciary,S,11,FMP
P119355,Macroeconomic,S,11,MEC
P119355,Overall,S,11,ORR
P119355,Political and Governance,S,11,PAG
P119355,Stakeholders,S,11,SHR
P119355,Sector Strategies and Policies,M,11,SPI
P119355,Institutional Capacity,S,11,TCI
P119355,Technical Design,M,11,TDO
P119432,Overall,L,11,ORR
P119432,Political and Governance,M,11,PAG
P119432,Environment and Social,L,11,EAS
P119432,Sector Strategies and Policies,L,11,SPI
P119432,Fiduciary,L,11,FMP
P119432,Institutional Capacity,M,11,TCI
P119432,Technical Design,M,11,TDO
P119432,Macroeconomic,L,11,MEC
P119432,Stakeholders,L,11,SHR
P119471,Environment and Social,H,11,EAS
P119471,Fiduciary,S,11,FMP
P119471,Macroeconomic,M,11,MEC
P119471,Overall,S,11,ORR
P119471,Political and Governance,S,11,PAG
P119471,Stakeholders,S,11,SHR
P119471,Sector Strategies and Policies,M,11,SPI
P119471,Institutional Capacity,S,11,TCI
P119471,Technical Design,S,11,TDO
P119662,Environment and Social,H,12,EAS
P119662,Fiduciary,S,12,FMP
P119662,Macroeconomic,M,12,MEC
P119662,Overall,H,12,ORR
P119662,Political and Governance,S,12,PAG
P119662,Stakeholders,H,12,SHR
P119662,Sector Strategies and Policies,L,12,SPI
P119662,Institutional Capacity,H,12,TCI
P119662,Technical Design,S,12,TDO
P119737,Environment and Social,S,11,EAS
P119737,Fiduciary,M,11,FMP
P119737,Macroeconomic,M,11,MEC
P119737,Overall,S,11,ORR
P119737,Political and Governance,M,11,PAG
P119737,Stakeholders,L,11,SHR
P119737,Sector Strategies and Policies,S,11,SPI
P119737,Institutional Capacity,S,11,TCI
P119737,Technical Design,M,11,TDO
P119815,Environment and Social,L,11,EAS
P119815,Fiduciary,S,11,FMP
P119815,Macroeconomic,S,11,MEC
P119815,Overall,S,11,ORR
P119815,Political and Governance,H,11,PAG
P119815,Stakeholders,M,11,SHR
P119815,Sector Strategies and Policies,H,11,SPI
P119815,Institutional Capacity,H,11,TCI
P119815,Technical Design,M,11,TDO
P119893,Environment and Social,M,8,EAS
P119893,Fiduciary,M,8,FMP
P119893,Macroeconomic,M,8,MEC
P119893,Overall,M,8,ORR
P119893,Political and Governance,S,8,PAG
P119893,Stakeholders,L,8,SHR
P119893,Sector Strategies and Policies,S,8,SPI
P119893,Institutional Capacity,M,8,TCI
P119893,Technical Design,M,8,TDO
P119917,Environment and Social,L,11,EAS
P119917,Fiduciary,L,11,FMP
P119917,Macroeconomic,M,11,MEC
P119917,Overall,L,11,ORR
P119917,Political and Governance,S,11,PAG
P119917,Stakeholders,L,11,SHR
P119917,Sector Strategies and Policies,L,11,SPI
P119917,Institutional Capacity,L,11,TCI
P119917,Technical Design,L,11,TDO
P120005,Institutional Capacity,M,10,TCI
P120005,Overall,M,10,ORR
P120005,Sector Strategies and Policies,S,10,SPI
P120005,Technical Design,M,10,TDO
P120005,Macroeconomic,H,10,MEC
P120005,Environment and Social,M,10,EAS
P120005,Fiduciary,M,10,FMP
P120005,Stakeholders,L,10,SHR
P120005,Political and Governance,H,10,PAG
P120014,Environment and Social,M,5,EAS
P120014,Fiduciary,M,5,FMP
P120014,Macroeconomic,M,5,MEC
P120014,Overall,S,5,ORR
P120014,Political and Governance,S,5,PAG
P120014,Stakeholders,M,5,SHR
P120014,Sector Strategies and Policies,M,5,SPI
P120014,Institutional Capacity,S,5,TCI
P120014,Technical Design,M,5,TDO
P120026,Environment and Social,M,12,EAS
P120026,Fiduciary,M,12,FMP
P120026,Macroeconomic,S,12,MEC
P120026,Overall,S,12,ORR
P120026,Political and Governance,M,12,PAG
P120026,Stakeholders,S,12,SHR
P120026,Sector Strategies and Policies,S,12,SPI
P120026,Institutional Capacity,S,12,TCI
P120026,Technical Design,M,12,TDO
P120139,Stakeholders,L,12,SHR
P120139,Environment and Social,L,12,EAS
P120139,Fiduciary,M,12,FMP
P120139,Macroeconomic,M,12,MEC
P120139,Overall,M,12,ORR
P120139,Political and Governance,M,12,PAG
P120139,Sector Strategies and Policies,L,12,SPI
P120139,Institutional Capacity,M,12,TCI
P120139,Technical Design,M,12,TDO
P120161,Environment and Social,H,15,EAS
P120161,Fiduciary,M,15,FMP
P120161,Macroeconomic,S,15,MEC
P120161,Overall,S,15,ORR
P120161,Political and Governance,M,15,PAG
P120161,Stakeholders,S,15,SHR
P120161,Sector Strategies and Policies,M,15,SPI
P120161,Institutional Capacity,S,15,TCI
P120161,Technical Design,M,15,TDO
P120198,Environment and Social,S,14,EAS
P120198,Fiduciary,M,14,FMP
P120198,Macroeconomic,M,14,MEC
P120198,Overall,S,14,ORR
P120198,Political and Governance,S,14,PAG
P120198,Stakeholders,M,14,SHR
P120198,Sector Strategies and Policies,S,14,SPI
P120198,Institutional Capacity,M,14,TCI
P120198,Technical Design,M,14,TDO
P120211,Environment and Social,M,12,EAS
P120211,Fiduciary,M,12,FMP
P120211,Macroeconomic,M,12,MEC
P120211,Overall,M,12,ORR
P120211,Political and Governance,M,12,PAG
P120211,Stakeholders,M,12,SHR
P120211,Sector Strategies and Policies,M,12,SPI
P120211,Institutional Capacity,L,12,TCI
P120211,Technical Design,L,12,TDO
P120219,Environment and Social,L,13,EAS
P120219,Fiduciary,M,13,FMP
P120219,Macroeconomic,S,13,MEC
P120219,Overall,M,13,ORR
P120219,Political and Governance,M,13,PAG
P120219,Stakeholders,M,13,SHR
P120219,Sector Strategies and Policies,M,13,SPI
P120219,Institutional Capacity,M,13,TCI
P120219,Technical Design,S,13,TDO
P120304,Environment and Social,H,8,EAS
P120304,Fiduciary,H,8,FMP
P120304,Macroeconomic,H,8,MEC
P120304,Overall,H,8,ORR
P120304,Political and Governance,H,8,PAG
P120304,Stakeholders,S,8,SHR
P120304,Sector Strategies and Policies,H,8,SPI
P120304,Institutional Capacity,H,8,TCI
P120304,Technical Design,S,8,TDO
P120338,Environment and Social,L,14,EAS
P120338,Fiduciary,L,14,FMP
P120338,Macroeconomic,S,14,MEC
P120338,Overall,M,14,ORR
P120338,Political and Governance,S,14,PAG
P120338,Stakeholders,L,14,SHR
P120338,Sector Strategies and Policies,L,14,SPI
P120338,Institutional Capacity,M,14,TCI
P120338,Technical Design,L,14,TDO
P120370,Environment and Social,M,9,EAS
P120370,Fiduciary,M,9,FMP
P120370,Macroeconomic,M,9,MEC
P120370,Overall,M,9,ORR
P120370,Political and Governance,S,9,PAG
P120370,Stakeholders,M,9,SHR
P120370,Sector Strategies and Policies,M,9,SPI
P120370,Institutional Capacity,M,9,TCI
P120370,Technical Design,M,9,TDO
P120370,Environment and Social,M,9,EAS
P120370,Fiduciary,M,9,FMP
P120370,Macroeconomic,M,9,MEC
P120370,Overall,M,9,ORR
P120370,Political and Governance,S,9,PAG
P120370,Stakeholders,M,9,SHR
P120370,Sector Strategies and Policies,M,9,SPI
P120370,Institutional Capacity,M,9,TCI
P120370,Technical Design,M,9,TDO
P120397,Environment and Social,M,9,EAS
P120397,Fiduciary,H,9,FMP
P120397,Macroeconomic,H,9,MEC
P120397,Overall,S,9,ORR
P120397,Political and Governance,S,9,PAG
P120397,Stakeholders,M,9,SHR
P120397,Sector Strategies and Policies,S,9,SPI
P120397,Institutional Capacity,H,9,TCI
P120397,Technical Design,S,9,TDO
P120398,Environment and Social,M,11,EAS
P120398,Sector Strategies and Policies,S,11,SPI
P120398,Fiduciary,S,11,FMP
P120398,Overall,S,11,ORR
P120398,Institutional Capacity,S,11,TCI
P120398,Macroeconomic,S,11,MEC
P120398,Political and Governance,H,11,PAG
P120398,Stakeholders,L,11,SHR
P120398,Technical Design,L,11,TDO
P120427,Environment and Social,L,12,EAS
P120427,Fiduciary,S,12,FMP
P120427,Macroeconomic,S,12,MEC
P120427,Overall,S,12,ORR
P120427,Political and Governance,S,12,PAG
P120427,Stakeholders,M,12,SHR
P120427,Sector Strategies and Policies,S,12,SPI
P120427,Institutional Capacity,S,12,TCI
P120427,Technical Design,M,12,TDO
P120435,Environment and Social,H,9,EAS
P120435,Fiduciary,S,9,FMP
P120435,Macroeconomic,S,9,MEC
P120435,Overall,H,9,ORR
P120435,Political and Governance,H,9,PAG
P120435,Stakeholders,S,9,SHR
P120435,Sector Strategies and Policies,S,9,SPI
P120435,Institutional Capacity,H,9,TCI
P120435,Technical Design,M,9,TDO
P120435,Environment and Social,H,9,EAS
P120435,Fiduciary,S,9,FMP
P120435,Macroeconomic,S,9,MEC
P120435,Overall,H,9,ORR
P120435,Political and Governance,H,9,PAG
P120435,Stakeholders,S,9,SHR
P120435,Sector Strategies and Policies,S,9,SPI
P120435,Institutional Capacity,H,9,TCI
P120435,Technical Design,M,9,TDO
P120517,Sector Strategies and Policies,L,11,SPI
P120517,Environment and Social,L,11,EAS
P120517,Overall,M,11,ORR
P120517,Technical Design,L,11,TDO
P120517,Political and Governance,L,11,PAG
P120517,Stakeholders,L,11,SHR
P120517,Fiduciary,M,11,FMP
P120517,Macroeconomic,L,11,MEC
P120517,Institutional Capacity,M,11,TCI
P120561,Environment and Social,S,9,EAS
P120561,Fiduciary,S,9,FMP
P120561,Macroeconomic,M,9,MEC
P120561,Overall,M,9,ORR
P120561,Political and Governance,S,9,PAG
P120561,Stakeholders,M,9,SHR
P120561,Sector Strategies and Policies,M,9,SPI
P120561,Institutional Capacity,M,9,TCI
P120561,Technical Design,L,9,TDO
