project_id,risk_rating_code,risk_rating,risk_rating_sequence,risk_rating_code_key,prod_line,proj_emrg_recvry_flg,approval_fy,fcs_indicator,tl,tl_since,project_track,scale_up,len_instr_type,practice,country,region,net_commit_amt,grant,risk_numeric
P101525,Institutional Capacity,H,7,TCI,PE,0,2014,0,323237,2016-03-13,1,0,INVESTMENT,TAI,China,EAP,150,0,4
P101525,Technical Design,S,7,TDO,PE,0,2014,0,323237,2016-03-13,1,0,INVESTMENT,TAI,China,EAP,150,0,3
P101578,Environment and Social,S,8,EAS,PE,0,2013,0,420119,2015-12-22,2,0,INVESTMENT,EAE,Papua New Guinea,EAP,7.3,0,3
P101578,Fiduciary,S,8,FMP,PE,0,2013,0,420119,2015-12-22,2,0,INVESTMENT,EAE,Papua New Guinea,EAP,7.3,0,3
P101578,Macroeconomic,S,8,MEC,PE,0,2013,0,420119,2015-12-22,2,0,INVESTMENT,EAE,Papua New Guinea,EAP,7.3,0,3
P101578,Overall,H,8,ORR,PE,0,2013,0,420119,2015-12-22,2,0,INVESTMENT,EAE,Papua New Guinea,EAP,7.3,0,4
P101578,Political and Governance,S,8,PAG,PE,0,2013,0,420119,2015-12-22,2,0,INVESTMENT,EAE,Papua New Guinea,EAP,7.3,0,3
P101578,Stakeholders,H,8,SHR,PE,0,2013,0,420119,2015-12-22,2,0,INVESTMENT,EAE,Papua New Guinea,EAP,7.3,0,4
P101578,Sector Strategies and Policies,L,8,SPI,PE,0,2013,0,420119,2015-12-22,2,0,INVESTMENT,EAE,Papua New Guinea,EAP,7.3,0,1
P101578,Institutional Capacity,H,8,TCI,PE,0,2013,0,420119,2015-12-22,2,0,INVESTMENT,EAE,Papua New Guinea,EAP,7.3,0,4
P101578,Technical Design,S,8,TDO,PE,0,2013,0,420119,2015-12-22,2,0,INVESTMENT,EAE,Papua New Guinea,EAP,7.3,0,3
P101650,Environment and Social,M,16,EAS,PE,0,2010,0,192774,2014-08-06,2,0,INVESTMENT,WAT,India,SAR,150,0,2
P101650,Fiduciary,M,16,FMP,PE,0,2010,0,192774,2014-08-06,2,0,INVESTMENT,WAT,India,SAR,150,0,2
P101650,Macroeconomic,M,16,MEC,PE,0,2010,0,192774,2014-08-06,2,0,INVESTMENT,WAT,India,SAR,150,0,2
P101650,Overall,S,16,ORR,PE,0,2010,0,192774,2014-08-06,2,0,INVESTMENT,WAT,India,SAR,150,0,3
P101650,Political and Governance,S,16,PAG,PE,0,2010,0,192774,2014-08-06,2,0,INVESTMENT,WAT,India,SAR,150,0,3
P101650,Stakeholders,L,16,SHR,PE,0,2010,0,192774,2014-08-06,2,0,INVESTMENT,WAT,India,SAR,150,0,1
P101650,Sector Strategies and Policies,M,16,SPI,PE,0,2010,0,192774,2014-08-06,2,0,INVESTMENT,WAT,India,SAR,150,0,2
P101650,Institutional Capacity,S,16,TCI,PE,0,2010,0,192774,2014-08-06,2,0,INVESTMENT,WAT,India,SAR,150,0,3
P101650,Technical Design,L,16,TDO,PE,0,2010,0,192774,2014-08-06,2,0,INVESTMENT,WAT,India,SAR,150,0,1
P101745,Environment and Social,H,17,EAS,PE,0,2008,1,111585,2009-01-29,2,0,INVESTMENT,TAI,"Congo, Democratic Republic of",AFR,50,0,4
P101745,Fiduciary,S,17,FMP,PE,0,2008,1,111585,2009-01-29,2,0,INVESTMENT,TAI,"Congo, Democratic Republic of",AFR,50,0,3
P101745,Macroeconomic,S,17,MEC,PE,0,2008,1,111585,2009-01-29,2,0,INVESTMENT,TAI,"Congo, Democratic Republic of",AFR,50,0,3
P101745,Overall,H,17,ORR,PE,0,2008,1,111585,2009-01-29,2,0,INVESTMENT,TAI,"Congo, Democratic Republic of",AFR,50,0,4
P101745,Political and Governance,H,17,PAG,PE,0,2008,1,111585,2009-01-29,2,0,INVESTMENT,TAI,"Congo, Democratic Republic of",AFR,50,0,4
P101745,Stakeholders,M,17,SHR,PE,0,2008,1,111585,2009-01-29,2,0,INVESTMENT,TAI,"Congo, Democratic Republic of",AFR,50,0,2
P101745,Sector Strategies and Policies,S,17,SPI,PE,0,2008,1,111585,2009-01-29,2,0,INVESTMENT,TAI,"Congo, Democratic Republic of",AFR,50,0,3
P101745,Institutional Capacity,H,17,TCI,PE,0,2008,1,111585,2009-01-29,2,0,INVESTMENT,TAI,"Congo, Democratic Republic of",AFR,50,0,4
P101745,Technical Design,S,17,TDO,PE,0,2008,1,111585,2009-01-29,2,0,INVESTMENT,TAI,"Congo, Democratic Republic of",AFR,50,0,3
P102000,Overall,M,12,ORR,PE,0,2009,0,335259,2015-01-07,2,0,INVESTMENT,TAI,Ghana,AFR,225,0,2
P102000,Environment and Social,S,12,EAS,PE,0,2009,0,335259,2015-01-07,2,0,INVESTMENT,TAI,Ghana,AFR,225,0,3
P102000,Macroeconomic,S,12,MEC,PE,0,2009,0,335259,2015-01-07,2,0,INVESTMENT,TAI,Ghana,AFR,225,0,3
P102000,Stakeholders,M,12,SHR,PE,0,2009,0,335259,2015-01-07,2,0,INVESTMENT,TAI,Ghana,AFR,225,0,2
P102000,Technical Design,M,12,TDO,PE,0,2009,0,335259,2015-01-07,2,0,INVESTMENT,TAI,Ghana,AFR,225,0,2
P102000,Institutional Capacity,S,12,TCI,PE,0,2009,0,335259,2015-01-07,2,0,INVESTMENT,TAI,Ghana,AFR,225,0,3
P102000,Fiduciary,M,12,FMP,PE,0,2009,0,335259,2015-01-07,2,0,INVESTMENT,TAI,Ghana,AFR,225,0,2
P102000,Sector Strategies and Policies,M,12,SPI,PE,0,2009,0,335259,2015-01-07,2,0,INVESTMENT,TAI,Ghana,AFR,225,0,2
P102000,Political and Governance,S,12,PAG,PE,0,2009,0,335259,2015-01-07,2,0,INVESTMENT,TAI,Ghana,AFR,225,0,3
P102329,Environment and Social,L,17,EAS,PE,0,2011,0,217967,2015-03-20,2,0,INVESTMENT,AGR,India,SAR,162.7,0,1
P102329,Fiduciary,M,17,FMP,PE,0,2011,0,217967,2015-03-20,2,0,INVESTMENT,AGR,India,SAR,162.7,0,2
P102329,Macroeconomic,L,17,MEC,PE,0,2011,0,217967,2015-03-20,2,0,INVESTMENT,AGR,India,SAR,162.7,0,1
P102329,Overall,M,17,ORR,PE,0,2011,0,217967,2015-03-20,2,0,INVESTMENT,AGR,India,SAR,162.7,0,2
P102329,Political and Governance,L,17,PAG,PE,0,2011,0,217967,2015-03-20,2,0,INVESTMENT,AGR,India,SAR,162.7,0,1
P102329,Stakeholders,M,17,SHR,PE,0,2011,0,217967,2015-03-20,2,0,INVESTMENT,AGR,India,SAR,162.7,0,2
P102329,Sector Strategies and Policies,L,17,SPI,PE,0,2011,0,217967,2015-03-20,2,0,INVESTMENT,AGR,India,SAR,162.7,0,1
P102329,Institutional Capacity,M,17,TCI,PE,0,2011,0,217967,2015-03-20,2,0,INVESTMENT,AGR,India,SAR,162.7,0,2
P102329,Technical Design,L,17,TDO,PE,0,2011,0,217967,2015-03-20,2,0,INVESTMENT,AGR,India,SAR,162.7,0,1
P102330,Environment and Social,M,15,EAS,PE,0,2012,0,210231,2015-12-04,2,0,INVESTMENT,AGR,India,SAR,130,0,2
P102330,Fiduciary,M,15,FMP,PE,0,2012,0,210231,2015-12-04,2,0,INVESTMENT,AGR,India,SAR,130,0,2
P102330,Macroeconomic,L,15,MEC,PE,0,2012,0,210231,2015-12-04,2,0,INVESTMENT,AGR,India,SAR,130,0,1
P102330,Overall,S,15,ORR,PE,0,2012,0,210231,2015-12-04,2,0,INVESTMENT,AGR,India,SAR,130,0,3
P102330,Political and Governance,S,15,PAG,PE,0,2012,0,210231,2015-12-04,2,0,INVESTMENT,AGR,India,SAR,130,0,3
P102330,Stakeholders,M,15,SHR,PE,0,2012,0,210231,2015-12-04,2,0,INVESTMENT,AGR,India,SAR,130,0,2
P102330,Sector Strategies and Policies,M,15,SPI,PE,0,2012,0,210231,2015-12-04,2,0,INVESTMENT,AGR,India,SAR,130,0,2
P102330,Institutional Capacity,S,15,TCI,PE,0,2012,0,210231,2015-12-04,2,0,INVESTMENT,AGR,India,SAR,130,0,3
P102330,Technical Design,M,15,TDO,PE,0,2012,0,210231,2015-12-04,2,0,INVESTMENT,AGR,India,SAR,130,0,2
P102365,Environment and Social,M,18,EAS,PE,0,2009,0,179891,2016-04-06,2,0,INVESTMENT,TAI,Croatia,ECA,122.5,0,2
P102365,Fiduciary,L,18,FMP,PE,0,2009,0,179891,2016-04-06,2,0,INVESTMENT,TAI,Croatia,ECA,122.5,0,1
P102365,Macroeconomic,M,18,MEC,PE,0,2009,0,179891,2016-04-06,2,0,INVESTMENT,TAI,Croatia,ECA,122.5,0,2
P102365,Overall,H,18,ORR,PE,0,2009,0,179891,2016-04-06,2,0,INVESTMENT,TAI,Croatia,ECA,122.5,0,4
P102365,Political and Governance,M,18,PAG,PE,0,2009,0,179891,2016-04-06,2,0,INVESTMENT,TAI,Croatia,ECA,122.5,0,2
P102365,Stakeholders,L,18,SHR,PE,0,2009,0,179891,2016-04-06,2,0,INVESTMENT,TAI,Croatia,ECA,122.5,0,1
P102365,Sector Strategies and Policies,L,18,SPI,PE,0,2009,0,179891,2016-04-06,2,0,INVESTMENT,TAI,Croatia,ECA,122.5,0,1
P102365,Institutional Capacity,M,18,TCI,PE,0,2009,0,179891,2016-04-06,2,0,INVESTMENT,TAI,Croatia,ECA,122.5,0,2
P102365,Technical Design,M,18,TDO,PE,0,2009,0,179891,2016-04-06,2,0,INVESTMENT,TAI,Croatia,ECA,122.5,0,2
P102368,Environment and Social,S,17,EAS,PE,0,2009,0,248597,2013-01-11,2,0,INVESTMENT,TAI,Botswana,AFR,186,0,3
P102368,Fiduciary,L,17,FMP,PE,0,2009,0,248597,2013-01-11,2,0,INVESTMENT,TAI,Botswana,AFR,186,0,1
P102368,Macroeconomic,L,17,MEC,PE,0,2009,0,248597,2013-01-11,2,0,INVESTMENT,TAI,Botswana,AFR,186,0,1
P102368,Overall,M,17,ORR,PE,0,2009,0,248597,2013-01-11,2,0,INVESTMENT,TAI,Botswana,AFR,186,0,2
P102368,Political and Governance,L,17,PAG,PE,0,2009,0,248597,2013-01-11,2,0,INVESTMENT,TAI,Botswana,AFR,186,0,1
P102368,Stakeholders,M,17,SHR,PE,0,2009,0,248597,2013-01-11,2,0,INVESTMENT,TAI,Botswana,AFR,186,0,2
P102368,Sector Strategies and Policies,M,17,SPI,PE,0,2009,0,248597,2013-01-11,2,0,INVESTMENT,TAI,Botswana,AFR,186,0,2
P102368,Institutional Capacity,S,17,TCI,PE,0,2009,0,248597,2013-01-11,2,0,INVESTMENT,TAI,Botswana,AFR,186,0,3
P102368,Technical Design,M,17,TDO,PE,0,2009,0,248597,2013-01-11,2,0,INVESTMENT,TAI,Botswana,AFR,186,0,2
P102459,Environment and Social,S,13,EAS,PE,0,2011,0,81238,2014-12-10,2,0,INVESTMENT,AGR,Zambia,AFR,115,0,3
P102459,Fiduciary,M,13,FMP,PE,0,2011,0,81238,2014-12-10,2,0,INVESTMENT,AGR,Zambia,AFR,115,0,2
P102459,Macroeconomic,M,13,MEC,PE,0,2011,0,81238,2014-12-10,2,0,INVESTMENT,AGR,Zambia,AFR,115,0,2
P102459,Overall,S,13,ORR,PE,0,2011,0,81238,2014-12-10,2,0,INVESTMENT,AGR,Zambia,AFR,115,0,3
P102459,Political and Governance,S,13,PAG,PE,0,2011,0,81238,2014-12-10,2,0,INVESTMENT,AGR,Zambia,AFR,115,0,3
P102459,Stakeholders,M,13,SHR,PE,0,2011,0,81238,2014-12-10,2,0,INVESTMENT,AGR,Zambia,AFR,115,0,2
P102459,Sector Strategies and Policies,M,13,SPI,PE,0,2011,0,81238,2014-12-10,2,0,INVESTMENT,AGR,Zambia,AFR,115,0,2
P102459,Institutional Capacity,S,13,TCI,PE,0,2011,0,81238,2014-12-10,2,0,INVESTMENT,AGR,Zambia,AFR,115,0,3
P102459,Technical Design,H,13,TDO,PE,0,2011,0,81238,2014-12-10,2,0,INVESTMENT,AGR,Zambia,AFR,115,0,4
P102624,Environment and Social,M,12,EAS,PE,0,2011,0,225094,2016-08-10,2,0,INVESTMENT,URS,India,SAR,200,0,2
P102624,Fiduciary,M,12,FMP,PE,0,2011,0,225094,2016-08-10,2,0,INVESTMENT,URS,India,SAR,200,0,2
P102624,Macroeconomic,L,12,MEC,PE,0,2011,0,225094,2016-08-10,2,0,INVESTMENT,URS,India,SAR,200,0,1
P102624,Overall,M,12,ORR,PE,0,2011,0,225094,2016-08-10,2,0,INVESTMENT,URS,India,SAR,200,0,2
P102624,Political and Governance,M,12,PAG,PE,0,2011,0,225094,2016-08-10,2,0,INVESTMENT,URS,India,SAR,200,0,2
P102624,Stakeholders,L,12,SHR,PE,0,2011,0,225094,2016-08-10,2,0,INVESTMENT,URS,India,SAR,200,0,1
P102624,Sector Strategies and Policies,L,12,SPI,PE,0,2011,0,225094,2016-08-10,2,0,INVESTMENT,URS,India,SAR,200,0,1
P102624,Institutional Capacity,M,12,TCI,PE,0,2011,0,225094,2016-08-10,2,0,INVESTMENT,URS,India,SAR,200,0,2
P102624,Technical Design,M,12,TDO,PE,0,2011,0,225094,2016-08-10,2,0,INVESTMENT,URS,India,SAR,200,0,2
P102627,Environment and Social,L,10,EAS,PE,0,2013,0,99289,2016-06-09,2,0,INVESTMENT,GOV,India,SAR,84,0,1
P102627,Fiduciary,H,10,FMP,PE,0,2013,0,99289,2016-06-09,2,0,INVESTMENT,GOV,India,SAR,84,0,4
P102627,Macroeconomic,L,10,MEC,PE,0,2013,0,99289,2016-06-09,2,0,INVESTMENT,GOV,India,SAR,84,0,1
P102627,Overall,H,10,ORR,PE,0,2013,0,99289,2016-06-09,2,0,INVESTMENT,GOV,India,SAR,84,0,4
P102627,Political and Governance,H,10,PAG,PE,0,2013,0,99289,2016-06-09,2,0,INVESTMENT,GOV,India,SAR,84,0,4
P102627,Stakeholders,H,10,SHR,PE,0,2013,0,99289,2016-06-09,2,0,INVESTMENT,GOV,India,SAR,84,0,4
P102627,Sector Strategies and Policies,H,10,SPI,PE,0,2013,0,99289,2016-06-09,2,0,INVESTMENT,GOV,India,SAR,84,0,4
P102627,Institutional Capacity,H,10,TCI,PE,0,2013,0,99289,2016-06-09,2,0,INVESTMENT,GOV,India,SAR,84,0,4
P102627,Technical Design,H,10,TDO,PE,0,2013,0,99289,2016-06-09,2,0,INVESTMENT,GOV,India,SAR,84,0,4
P102733,Environment and Social,M,8,EAS,PE,0,2014,0,252726,2016-09-02,2,0,INVESTMENT,WAT,Albania,ECA,85.3,0,2
P102733,Fiduciary,S,8,FMP,PE,0,2014,0,252726,2016-09-02,2,0,INVESTMENT,WAT,Albania,ECA,85.3,0,3
P102733,Macroeconomic,M,8,MEC,PE,0,2014,0,252726,2016-09-02,2,0,INVESTMENT,WAT,Albania,ECA,85.3,0,2
P102733,Overall,S,8,ORR,PE,0,2014,0,252726,2016-09-02,2,0,INVESTMENT,WAT,Albania,ECA,85.3,0,3
P102733,Political and Governance,S,8,PAG,PE,0,2014,0,252726,2016-09-02,2,0,INVESTMENT,WAT,Albania,ECA,85.3,0,3
P102733,Stakeholders,S,8,SHR,PE,0,2014,0,252726,2016-09-02,2,0,INVESTMENT,WAT,Albania,ECA,85.3,0,3
P102733,Sector Strategies and Policies,S,8,SPI,PE,0,2014,0,252726,2016-09-02,2,0,INVESTMENT,WAT,Albania,ECA,85.3,0,3
P102733,Institutional Capacity,S,8,TCI,PE,0,2014,0,252726,2016-09-02,2,0,INVESTMENT,WAT,Albania,ECA,85.3,0,3
P102733,Technical Design,S,8,TDO,PE,0,2014,0,252726,2016-09-02,2,0,INVESTMENT,WAT,Albania,ECA,85.3,0,3
P103037,Environment and Social,S,12,EAS,PE,0,2010,0,180246,2010-07-27,2,0,INVESTMENT,EAE,Kenya,AFR,330,0,3
P103037,Fiduciary,S,12,FMP,PE,0,2010,0,180246,2010-07-27,2,0,INVESTMENT,EAE,Kenya,AFR,330,0,3
P103037,Macroeconomic,M,12,MEC,PE,0,2010,0,180246,2010-07-27,2,0,INVESTMENT,EAE,Kenya,AFR,330,0,2
P103037,Overall,S,12,ORR,PE,0,2010,0,180246,2010-07-27,2,0,INVESTMENT,EAE,Kenya,AFR,330,0,3
P103037,Political and Governance,M,12,PAG,PE,0,2010,0,180246,2010-07-27,2,0,INVESTMENT,EAE,Kenya,AFR,330,0,2
P103037,Stakeholders,M,12,SHR,PE,0,2010,0,180246,2010-07-27,2,0,INVESTMENT,EAE,Kenya,AFR,330,0,2
P103037,Sector Strategies and Policies,M,12,SPI,PE,0,2010,0,180246,2010-07-27,2,0,INVESTMENT,EAE,Kenya,AFR,330,0,2
P103037,Institutional Capacity,M,12,TCI,PE,0,2010,0,180246,2010-07-27,2,0,INVESTMENT,EAE,Kenya,AFR,330,0,2
P103037,Technical Design,M,12,TDO,PE,0,2010,0,180246,2010-07-27,2,0,INVESTMENT,EAE,Kenya,AFR,330,0,2
P103063,Environment and Social,S,15,EAS,PE,0,2011,0,234290,2015-05-06,2,0,INVESTMENT,WAT,Lebanon,MNA,200,0,3
P103063,Fiduciary,M,15,FMP,PE,0,2011,0,234290,2015-05-06,2,0,INVESTMENT,WAT,Lebanon,MNA,200,0,2
P103063,Macroeconomic,H,15,MEC,PE,0,2011,0,234290,2015-05-06,2,0,INVESTMENT,WAT,Lebanon,MNA,200,0,4
P103063,Overall,H,15,ORR,PE,0,2011,0,234290,2015-05-06,2,0,INVESTMENT,WAT,Lebanon,MNA,200,0,4
P103063,Political and Governance,H,15,PAG,PE,0,2011,0,234290,2015-05-06,2,0,INVESTMENT,WAT,Lebanon,MNA,200,0,4
P103063,Stakeholders,M,15,SHR,PE,0,2011,0,234290,2015-05-06,2,0,INVESTMENT,WAT,Lebanon,MNA,200,0,2
P103063,Sector Strategies and Policies,S,15,SPI,PE,0,2011,0,234290,2015-05-06,2,0,INVESTMENT,WAT,Lebanon,MNA,200,0,3
P103063,Institutional Capacity,S,15,TCI,PE,0,2011,0,234290,2015-05-06,2,0,INVESTMENT,WAT,Lebanon,MNA,200,0,3
P103063,Technical Design,S,15,TDO,PE,0,2011,0,234290,2015-05-06,2,0,INVESTMENT,WAT,Lebanon,MNA,200,0,3
P103238,Environment and Social,M,14,EAS,PE,0,2009,0,295140,2015-10-09,2,0,INVESTMENT,EAE,Vietnam,EAP,202,0,2
P103238,Fiduciary,M,14,FMP,PE,0,2009,0,295140,2015-10-09,2,0,INVESTMENT,EAE,Vietnam,EAP,202,0,2
P103238,Macroeconomic,M,14,MEC,PE,0,2009,0,295140,2015-10-09,2,0,INVESTMENT,EAE,Vietnam,EAP,202,0,2
P103238,Overall,M,14,ORR,PE,0,2009,0,295140,2015-10-09,2,0,INVESTMENT,EAE,Vietnam,EAP,202,0,2
P103238,Political and Governance,L,14,PAG,PE,0,2009,0,295140,2015-10-09,2,0,INVESTMENT,EAE,Vietnam,EAP,202,0,1
P103238,Stakeholders,M,14,SHR,PE,0,2009,0,295140,2015-10-09,2,0,INVESTMENT,EAE,Vietnam,EAP,202,0,2
P103238,Sector Strategies and Policies,L,14,SPI,PE,0,2009,0,295140,2015-10-09,2,0,INVESTMENT,EAE,Vietnam,EAP,202,0,1
P103238,Institutional Capacity,M,14,TCI,PE,0,2009,0,295140,2015-10-09,2,0,INVESTMENT,EAE,Vietnam,EAP,202,0,2
P103238,Technical Design,M,14,TDO,PE,0,2009,0,295140,2015-10-09,2,0,INVESTMENT,EAE,Vietnam,EAP,202,0,2
P103499,Environment and Social,M,13,EAS,PE,0,2011,0,416159,2015-06-18,2,0,INVESTMENT,TAC,Nigeria,AFR,160,0,2
P103499,Fiduciary,S,13,FMP,PE,0,2011,0,416159,2015-06-18,2,0,INVESTMENT,TAC,Nigeria,AFR,160,0,3
P103499,Macroeconomic,S,13,MEC,PE,0,2011,0,416159,2015-06-18,2,0,INVESTMENT,TAC,Nigeria,AFR,160,0,3
P103499,Overall,S,13,ORR,PE,0,2011,0,416159,2015-06-18,2,0,INVESTMENT,TAC,Nigeria,AFR,160,0,3
P103499,Political and Governance,H,13,PAG,PE,0,2011,0,416159,2015-06-18,2,0,INVESTMENT,TAC,Nigeria,AFR,160,0,4
P103499,Stakeholders,M,13,SHR,PE,0,2011,0,416159,2015-06-18,2,0,INVESTMENT,TAC,Nigeria,AFR,160,0,2
P103499,Sector Strategies and Policies,S,13,SPI,PE,0,2011,0,416159,2015-06-18,2,0,INVESTMENT,TAC,Nigeria,AFR,160,0,3
P103499,Institutional Capacity,H,13,TCI,PE,0,2011,0,416159,2015-06-18,2,0,INVESTMENT,TAC,Nigeria,AFR,160,0,4
P103499,Technical Design,S,13,TDO,PE,0,2011,0,416159,2015-06-18,2,0,INVESTMENT,TAC,Nigeria,AFR,160,0,3
P103974,Environment and Social,L,16,EAS,PE,0,2009,0,316220,2011-11-02,2,0,INVESTMENT,SPL,"Macedonia, former Yugoslav Republic of",ECA,25,0,1
P103974,Fiduciary,M,16,FMP,PE,0,2009,0,316220,2011-11-02,2,0,INVESTMENT,SPL,"Macedonia, former Yugoslav Republic of",ECA,25,0,2
P103974,Macroeconomic,S,16,MEC,PE,0,2009,0,316220,2011-11-02,2,0,INVESTMENT,SPL,"Macedonia, former Yugoslav Republic of",ECA,25,0,3
P103974,Overall,M,16,ORR,PE,0,2009,0,316220,2011-11-02,2,0,INVESTMENT,SPL,"Macedonia, former Yugoslav Republic of",ECA,25,0,2
P103974,Political and Governance,M,16,PAG,PE,0,2009,0,316220,2011-11-02,2,0,INVESTMENT,SPL,"Macedonia, former Yugoslav Republic of",ECA,25,0,2
P103974,Stakeholders,L,16,SHR,PE,0,2009,0,316220,2011-11-02,2,0,INVESTMENT,SPL,"Macedonia, former Yugoslav Republic of",ECA,25,0,1
P103974,Sector Strategies and Policies,M,16,SPI,PE,0,2009,0,316220,2011-11-02,2,0,INVESTMENT,SPL,"Macedonia, former Yugoslav Republic of",ECA,25,0,2
P103974,Institutional Capacity,M,16,TCI,PE,0,2009,0,316220,2011-11-02,2,0,INVESTMENT,SPL,"Macedonia, former Yugoslav Republic of",ECA,25,0,2
P103974,Technical Design,M,16,TDO,PE,0,2009,0,316220,2011-11-02,2,0,INVESTMENT,SPL,"Macedonia, former Yugoslav Republic of",ECA,25,0,2
P103999,Technical Design,M,13,TDO,PE,0,2010,0,203103,2015-12-13,2,0,INVESTMENT,WAT,Bangladesh,SAR,170,0,2
P103999,Macroeconomic,M,13,MEC,PE,0,2010,0,203103,2015-12-13,2,0,INVESTMENT,WAT,Bangladesh,SAR,170,0,2
P103999,Political and Governance,S,13,PAG,PE,0,2010,0,203103,2015-12-13,2,0,INVESTMENT,WAT,Bangladesh,SAR,170,0,3
P103999,Stakeholders,M,13,SHR,PE,0,2010,0,203103,2015-12-13,2,0,INVESTMENT,WAT,Bangladesh,SAR,170,0,2
P103999,Fiduciary,S,13,FMP,PE,0,2010,0,203103,2015-12-13,2,0,INVESTMENT,WAT,Bangladesh,SAR,170,0,3
P103999,Overall,S,13,ORR,PE,0,2010,0,203103,2015-12-13,2,0,INVESTMENT,WAT,Bangladesh,SAR,170,0,3
P103999,Environment and Social,M,13,EAS,PE,0,2010,0,203103,2015-12-13,2,0,INVESTMENT,WAT,Bangladesh,SAR,170,0,2
P103999,Institutional Capacity,S,13,TCI,PE,0,2010,0,203103,2015-12-13,2,0,INVESTMENT,WAT,Bangladesh,SAR,170,0,3
P103999,Sector Strategies and Policies,S,13,SPI,PE,0,2010,0,203103,2015-12-13,2,0,INVESTMENT,WAT,Bangladesh,SAR,170,0,3
P104164,Environment and Social,M,14,EAS,PE,0,2012,0,166198,2009-08-17,2,0,INVESTMENT,AGR,India,SAR,1e3,0,2
P104164,Fiduciary,M,14,FMP,PE,0,2012,0,166198,2009-08-17,2,0,INVESTMENT,AGR,India,SAR,1e3,0,2
P104164,Macroeconomic,M,14,MEC,PE,0,2012,0,166198,2009-08-17,2,0,INVESTMENT,AGR,India,SAR,1e3,0,2
P104164,Overall,M,14,ORR,PE,0,2012,0,166198,2009-08-17,2,0,INVESTMENT,AGR,India,SAR,1e3,0,2
P104164,Political and Governance,M,14,PAG,PE,0,2012,0,166198,2009-08-17,2,0,INVESTMENT,AGR,India,SAR,1e3,0,2
P104164,Stakeholders,M,14,SHR,PE,0,2012,0,166198,2009-08-17,2,0,INVESTMENT,AGR,India,SAR,1e3,0,2
P104164,Sector Strategies and Policies,M,14,SPI,PE,0,2012,0,166198,2009-08-17,2,0,INVESTMENT,AGR,India,SAR,1e3,0,2
P104164,Institutional Capacity,M,14,TCI,PE,0,2012,0,166198,2009-08-17,2,0,INVESTMENT,AGR,India,SAR,1e3,0,2
P104164,Technical Design,M,14,TDO,PE,0,2012,0,166198,2009-08-17,2,0,INVESTMENT,AGR,India,SAR,1e3,0,2
P104525,Environment and Social,L,20,EAS,PE,0,2008,0,345585,2014-10-07,2,0,INVESTMENT,HNP,Cameroon,AFR,25,0,1
P104525,Fiduciary,M,20,FMP,PE,0,2008,0,345585,2014-10-07,2,0,INVESTMENT,HNP,Cameroon,AFR,25,0,2
P104525,Macroeconomic,M,20,MEC,PE,0,2008,0,345585,2014-10-07,2,0,INVESTMENT,HNP,Cameroon,AFR,25,0,2
P104525,Overall,M,20,ORR,PE,0,2008,0,345585,2014-10-07,2,0,INVESTMENT,HNP,Cameroon,AFR,25,0,2
P104525,Political and Governance,M,20,PAG,PE,0,2008,0,345585,2014-10-07,2,0,INVESTMENT,HNP,Cameroon,AFR,25,0,2
P104525,Stakeholders,M,20,SHR,PE,0,2008,0,345585,2014-10-07,2,0,INVESTMENT,HNP,Cameroon,AFR,25,0,2
P104525,Sector Strategies and Policies,M,20,SPI,PE,0,2008,0,345585,2014-10-07,2,0,INVESTMENT,HNP,Cameroon,AFR,25,0,2
P104525,Institutional Capacity,M,20,TCI,PE,0,2008,0,345585,2014-10-07,2,0,INVESTMENT,HNP,Cameroon,AFR,25,0,2
P104525,Technical Design,M,20,TDO,PE,0,2008,0,345585,2014-10-07,2,0,INVESTMENT,HNP,Cameroon,AFR,25,0,2
P104687,Environment and Social,M,15,EAS,GE,0,2010,0,317098,2015-10-09,2,0,INVESTMENT,AGR,Colombia,LCR,0,7,2
P104687,Fiduciary,M,15,FMP,GE,0,2010,0,317098,2015-10-09,2,0,INVESTMENT,AGR,Colombia,LCR,0,7,2
P104687,Macroeconomic,L,15,MEC,GE,0,2010,0,317098,2015-10-09,2,0,INVESTMENT,AGR,Colombia,LCR,0,7,1
P104687,Overall,S,15,ORR,GE,0,2010,0,317098,2015-10-09,2,0,INVESTMENT,AGR,Colombia,LCR,0,7,3
P104687,Political and Governance,S,15,PAG,GE,0,2010,0,317098,2015-10-09,2,0,INVESTMENT,AGR,Colombia,LCR,0,7,3
P104687,Stakeholders,M,15,SHR,GE,0,2010,0,317098,2015-10-09,2,0,INVESTMENT,AGR,Colombia,LCR,0,7,2
P104687,Sector Strategies and Policies,M,15,SPI,GE,0,2010,0,317098,2015-10-09,2,0,INVESTMENT,AGR,Colombia,LCR,0,7,2
P104687,Institutional Capacity,S,15,TCI,GE,0,2010,0,317098,2015-10-09,2,0,INVESTMENT,AGR,Colombia,LCR,0,7,3
P104687,Technical Design,M,15,TDO,GE,0,2010,0,317098,2015-10-09,2,0,INVESTMENT,AGR,Colombia,LCR,0,7,2
P104806,Environment and Social,M,10,EAS,PE,0,2012,0,111476,2014-10-14,2,0,INVESTMENT,WAT,Lao People's Democratic Republic,EAP,26,0,2
P104806,Fiduciary,S,10,FMP,PE,0,2012,0,111476,2014-10-14,2,0,INVESTMENT,WAT,Lao People's Democratic Republic,EAP,26,0,3
